// Data mode  : Full
// Data quality  : High
// Acceleration sensor's range  : 16g
// Gyroscope sensor's range  : 2000dps
//
//ARTIFACT,NUM,DATE,ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,EOG_L,EOG_R,EOG_H,EOG_V
,1,2023-10-27 10:41:20.87,0,-6,-2073,136,-13,48,-590,622,-1212,-16
,2,2023-10-27 10:41:20.88,2,-12,-2085,131,-21,50,-488,581,-1069,-46
,3,2023-10-27 10:41:20.89,-12,-3,-2089,118,-19,62,-596,634,-1230,-19
,4,2023-10-27 10:41:20.90,-15,15,-2082,98,-28,64,-498,552,-1050,-27
,5,2023-10-27 10:41:20.91,-12,34,-2086,70,-36,61,-603,626,-1229,-11
,6,2023-10-27 10:41:20.92,-31,33,-2069,46,-48,59,-484,564,-1048,-40
,7,2023-10-27 10:41:20.93,-22,36,-2069,19,-49,54,-600,638,-1238,-19
,8,2023-10-27 10:41:20.94,-32,46,-2077,-9,-53,52,-482,556,-1038,-37
,9,2023-10-27 10:41:20.95,-20,40,-2074,-38,-49,41,-602,640,-1242,-19
,10,2023-10-27 10:41:20.96,-29,38,-2059,-59,-49,36,-476,553,-1029,-38
,11,2023-10-27 10:41:20.97,-31,29,-2052,-72,-51,28,-603,647,-1250,-22
,12,2023-10-27 10:41:20.98,-24,32,-2053,-78,-46,25,-474,552,-1026,-39
,13,2023-10-27 10:41:20.99,-28,30,-2052,-82,-43,22,-608,652,-1260,-22
,14,2023-10-27 10:41:21.00,-30,40,-2065,-84,-47,24,-466,547,-1013,-40
,15,2023-10-27 10:41:21.01,-30,41,-2063,-85,-48,21,-607,655,-1262,-24
,16,2023-10-27 10:41:21.02,-27,45,-2064,-82,-47,24,-471,545,-1016,-37
,17,2023-10-27 10:41:21.03,-33,53,-2060,-81,-48,27,-612,663,-1275,-25
,18,2023-10-27 10:41:21.04,-28,42,-2064,-77,-49,34,-465,542,-1007,-38
,19,2023-10-27 10:41:21.05,-21,57,-2075,-69,-55,40,-612,661,-1273,-24
,20,2023-10-27 10:41:21.06,-21,65,-2057,-66,-54,44,-462,530,-992,-34
,21,2023-10-27 10:41:21.07,-20,70,-2053,-59,-50,45,-618,660,-1278,-21
,22,2023-10-27 10:41:21.08,-44,77,-2061,-55,-44,47,-470,522,-992,-26
,23,2023-10-27 10:41:21.09,-30,79,-2059,-46,-36,52,-621,666,-1287,-22
,24,2023-10-27 10:41:21.10,-38,84,-2072,-35,-34,55,-460,525,-985,-32
