// Data mode  : Full
// Data quality  : High
// Acceleration sensor's range  : 16g
// Gyroscope sensor's range  : 2000dps
//
//ARTIFACT,NUM,DATE,ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,EOG_L,EOG_R,EOG_H,EOG_V
,1,2023-10-27 11:55:13.98,39,-53,-2075,109,-63,94,-418,-707,289,562
,2,2023-10-27 11:55:13.99,25,-55,-2067,102,-44,97,-456,-769,313,612
,3,2023-10-27 11:55:14.00,26,-57,-2051,98,-42,93,-419,-707,288,563
,4,2023-10-27 11:55:14.01,32,-62,-2063,95,-53,87,-444,-763,319,603
,5,2023-10-27 11:55:14.02,31,-66,-2051,93,-45,87,-414,-708,294,561
,6,2023-10-27 11:55:14.03,21,-71,-2057,94,-46,86,-440,-757,317,598
,7,2023-10-27 11:55:14.04,16,-71,-2065,96,-54,81,-408,-704,296,556
,8,2023-10-27 11:55:14.05,7,-76,-2074,98,-71,78,-427,-746,319,586
,9,2023-10-27 11:55:14.06,7,-87,-2064,103,-85,73,-406,-703,297,554
,10,2023-10-27 11:55:14.07,2,-92,-2059,117,-99,74,-420,-740,320,580
,11,2023-10-27 11:55:14.08,-3,-108,-2058,138,-120,79,-403,-702,299,552
,12,2023-10-27 11:55:14.09,-21,-107,-2048,151,-135,86,-418,-738,320,578
,13,2023-10-27 11:55:14.10,-20,-109,-2046,162,-141,90,-406,-704,298,555
,14,2023-10-27 11:55:14.11,-21,-108,-2048,160,-125,100,-415,-734,319,574
,15,2023-10-27 11:55:14.12,-17,-123,-2048,156,-110,112,-409,-709,300,559
,16,2023-10-27 11:55:14.13,-29,-132,-2051,150,-98,125,-417,-730,313,573
,17,2023-10-27 11:55:14.14,-45,-122,-2057,141,-79,140,-418,-711,293,564
,18,2023-10-27 11:55:14.15,-37,-125,-2037,136,-82,154,-414,-729,315,571
,19,2023-10-27 11:55:14.16,-39,-127,-2026,137,-92,169,-421,-715,294,568
,20,2023-10-27 11:55:14.17,-59,-124,-2030,138,-117,179,-412,-730,318,571
,21,2023-10-27 11:55:14.18,-53,-119,-2049,137,-120,196,-421,-719,298,570
,22,2023-10-27 11:55:14.19,-66,-107,-2058,121,-104,206,-410,-725,315,567
,23,2023-10-27 11:55:14.20,-58,-109,-2070,104,-98,212,-420,-722,302,571
,24,2023-10-27 11:55:14.21,-56,-99,-2055,92,-103,216,-401,-718,317,559
,25,2023-10-27 11:55:14.22,-70,-81,-2043,87,-105,209,-418,-720,302,569
,26,2023-10-27 11:55:14.23,-53,-72,-2045,78,-96,204,-397,-713,316,555
,27,2023-10-27 11:55:14.24,-49,-57,-2043,69,-89,191,-428,-727,299,577
,28,2023-10-27 11:55:14.25,-42,-50,-2041,56,-64,175,-406,-719,313,562
,29,2023-10-27 11:55:14.26,-52,-51,-2041,42,-34,152,-434,-733,299,583
,30,2023-10-27 11:55:14.27,-43,-59,-2044,34,-14,136,-410,-720,310,565
,31,2023-10-27 11:55:14.28,-41,-81,-2048,35,-4,117,-443,-744,301,593
,32,2023-10-27 11:55:14.29,-47,-83,-2039,38,-8,102,-409,-721,312,565
,33,2023-10-27 11:55:14.30,-35,-82,-2036,45,-1,90,-440,-742,302,591
,34,2023-10-27 11:55:14.31,-24,-93,-2038,52,-2,78,-403,-719,316,561
,35,2023-10-27 11:55:14.32,-30,-98,-2041,57,-6,66,-447,-748,301,597
,36,2023-10-27 11:55:14.33,-29,-98,-2044,58,-7,59,-401,-716,315,558
,37,2023-10-27 11:55:14.34,-33,-102,-2044,55,-8,50,-441,-747,306,594
,38,2023-10-27 11:55:14.35,-35,-107,-2050,51,-5,43,-390,-707,317,548
,39,2023-10-27 11:55:14.36,-33,-106,-2064,43,-9,39,-436,-747,311,591
,40,2023-10-27 11:55:14.37,-30,-124,-2053,38,-10,35,-380,-700,320,540
,41,2023-10-27 11:55:14.38,-32,-124,-2053,33,-7,36,-433,-747,314,590
,42,2023-10-27 11:55:14.39,-40,-131,-2054,28,-11,35,-375,-695,320,535
,43,2023-10-27 11:55:14.40,-37,-142,-2054,26,-12,37,-430,-746,316,588
,44,2023-10-27 11:55:14.41,-27,-140,-2045,28,-9,36,-372,-693,321,532
,45,2023-10-27 11:55:14.42,-46,-140,-2056,36,-20,40,-436,-753,317,594
,46,2023-10-27 11:55:14.43,-46,-136,-2047,41,-25,41,-376,-692,316,534
,47,2023-10-27 11:55:14.44,-51,-148,-2050,46,-39,42,-450,-760,310,605
,48,2023-10-27 11:55:14.45,-50,-147,-2051,53,-51,45,-379,-692,313,535
,49,2023-10-27 11:55:14.46,-66,-142,-2050,55,-51,48,-451,-762,311,606
,50,2023-10-27 11:55:14.47,-54,-140,-2044,54,-50,52,-381,-693,312,537
,51,2023-10-27 11:55:14.48,-52,-127,-2048,47,-41,50,-453,-764,311,608
,52,2023-10-27 11:55:14.49,-58,-133,-2048,33,-29,50,-380,-690,310,535
,53,2023-10-27 11:55:14.50,-48,-137,-2050,27,-24,53,-461,-773,312,617
,54,2023-10-27 11:55:14.51,-81,-136,-2053,28,-24,52,-380,-690,310,535
,55,2023-10-27 11:55:14.52,-68,-129,-2045,29,-32,55,-462,-773,311,617
,56,2023-10-27 11:55:14.53,-67,-130,-2043,29,-30,56,-374,-690,316,532
,57,2023-10-27 11:55:14.54,-79,-129,-2037,26,-24,56,-458,-774,316,616
,58,2023-10-27 11:55:14.55,-57,-123,-2040,26,-19,53,-368,-682,314,525
,59,2023-10-27 11:55:14.56,-61,-117,-2034,25,-10,54,-445,-768,323,606
,60,2023-10-27 11:55:14.57,-70,-121,-2042,22,-6,53,-354,-669,315,511
,61,2023-10-27 11:55:14.58,-62,-121,-2046,23,-3,46,-440,-764,324,602
,62,2023-10-27 11:55:14.59,-74,-118,-2045,22,0,44,-344,-662,318,503
,63,2023-10-27 11:55:14.60,-62,-121,-2048,16,7,42,-436,-764,328,600
,64,2023-10-27 11:55:14.61,-69,-119,-2054,15,5,42,-344,-664,320,504
,65,2023-10-27 11:55:14.62,-65,-113,-2050,9,3,32,-438,-766,328,602
,66,2023-10-27 11:55:14.63,-60,-122,-2055,4,5,35,-342,-660,318,501
,67,2023-10-27 11:55:14.64,-69,-118,-2052,3,4,36,-438,-768,330,603
,68,2023-10-27 11:55:14.65,-56,-118,-2039,2,0,28,-340,-658,318,499
,69,2023-10-27 11:55:14.66,-54,-119,-2042,6,11,28,-445,-772,327,608
,70,2023-10-27 11:55:14.67,-63,-119,-2042,7,15,23,-342,-656,314,499
,71,2023-10-27 11:55:14.68,-52,-116,-2046,6,15,18,-447,-773,326,610
,72,2023-10-27 11:55:14.69,-45,-114,-2050,5,30,17,-344,-661,317,502
,73,2023-10-27 11:55:14.70,-54,-116,-2050,2,32,12,-446,-776,330,611
,74,2023-10-27 11:55:14.71,-51,-113,-2057,6,30,11,-336,-650,314,493
,75,2023-10-27 11:55:14.72,-49,-125,-2054,6,23,0,-448,-779,331,613
,76,2023-10-27 11:55:14.73,-42,-126,-2049,12,20,1,-343,-655,312,499
,77,2023-10-27 11:55:14.74,-45,-134,-2056,17,28,6,-450,-780,330,615
,78,2023-10-27 11:55:14.75,-43,-136,-2057,25,8,5,-340,-654,314,497
,79,2023-10-27 11:55:14.76,-40,-134,-2051,31,5,6,-452,-780,328,616
,80,2023-10-27 11:55:14.77,-46,-134,-2054,35,1,9,-343,-652,309,497
,81,2023-10-27 11:55:14.78,-48,-135,-2052,36,1,13,-452,-783,331,617
,82,2023-10-27 11:55:14.79,-50,-133,-2050,36,-2,12,-340,-649,309,494
,83,2023-10-27 11:55:14.80,-48,-138,-2049,38,-7,14,-455,-781,326,618
,84,2023-10-27 11:55:14.81,-46,-138,-2049,39,2,20,-346,-651,305,498
,85,2023-10-27 11:55:14.82,-45,-138,-2044,37,-1,24,-466,-789,323,627
,86,2023-10-27 11:55:14.83,-48,-142,-2047,36,-2,27,-349,-656,307,502
,87,2023-10-27 11:55:14.84,-45,-138,-2049,33,-7,24,-463,-788,325,625
,88,2023-10-27 11:55:14.85,-58,-141,-2047,28,0,24,-349,-653,304,501
,89,2023-10-27 11:55:14.86,-49,-136,-2050,28,6,29,-466,-792,326,629
,90,2023-10-27 11:55:14.87,-46,-141,-2049,26,0,29,-351,-652,301,501
,91,2023-10-27 11:55:14.88,-59,-135,-2058,23,-3,27,-469,-793,324,631
,92,2023-10-27 11:55:14.89,-44,-137,-2045,23,2,29,-348,-655,307,501
,93,2023-10-27 11:55:14.90,-47,-138,-2049,22,-1,32,-469,-792,323,630
,94,2023-10-27 11:55:14.91,-55,-137,-2053,23,-8,26,-349,-652,303,500
,95,2023-10-27 11:55:14.92,-55,-133,-2050,21,0,29,-467,-789,322,628
,96,2023-10-27 11:55:14.93,-47,-133,-2060,20,2,28,-352,-649,297,500
,97,2023-10-27 11:55:14.94,-58,-134,-2048,12,19,24,-468,-793,325,630
,98,2023-10-27 11:55:14.95,-49,-130,-2048,10,23,20,-354,-652,298,503
,99,2023-10-27 11:55:14.96,-43,-143,-2036,9,24,20,-470,-794,324,632
,100,2023-10-27 11:55:14.97,-49,-139,-2044,17,5,20,-347,-648,301,497
,101,2023-10-27 11:55:14.98,-40,-136,-2042,26,-13,22,-466,-791,325,628
,102,2023-10-27 11:55:14.99,-46,-138,-2049,26,-12,22,-348,-649,301,498
,103,2023-10-27 11:55:15.00,-48,-137,-2050,16,2,24,-461,-788,327,624
